,Description,Lat,Lon,RackType,RackCount,ShelterIndicator,geometry,within
23583,824637-1,1.3991969187726483,103.91542303220471,HDB_RACKS,14,Y,POINT (103.91542303220471 1.3991969187726483),SZ5
23584,824642-1,1.3987998744032568,103.91594847916076,HDB_RACKS,4,Y,POINT (103.91594847916076 1.3987998744032568),SZ5
23585,824642-2,1.3991132186477593,103.91547840791044,HDB_RACKS,4,Y,POINT (103.91547840791044 1.3991132186477593),SZ5
23586,824642-3,1.3987809777420623,103.9159840370305,HDB_RACKS,14,Y,POINT (103.9159840370305 1.3987809777420623),SZ5
23587,824662-1,1.4018557741970163,103.91764132872149,HDB_RACKS,4,Y,POINT (103.91764132872149 1.4018557741970163),SZ5
23588,824662-2,1.4018398626480135,103.91763895661622,HDB_RACKS,14,Y,POINT (103.91763895661622 1.4018398626480135),SZ5
23589,824672-1,1.4078560909834912,103.9107966251077,HDB_RACKS,6,Y,POINT (103.9107966251077 1.4078560909834912),SZ5
23590,824672-2,1.4078338140228654,103.91081717732231,HDB_RACKS,7,Y,POINT (103.91081717732231 1.4078338140228654),SZ5
23591,824676-1,1.4056368179004473,103.91073283662892,HDB_RACKS,5,Y,POINT (103.91073283662892 1.4056368179004473),SZ5
23592,824676-2,1.4056181675622337,103.9106601275272,HDB_RACKS,8,Y,POINT (103.9106601275272 1.4056181675622337),SZ5
23593,824677-1,1.405925230142629,103.91037500613788,HDB_RACKS,9,Y,POINT (103.91037500613788 1.405925230142629),SZ5
23594,824677-2,1.4058247999509796,103.910141195109,HDB_RACKS,10,Y,POINT (103.910141195109 1.4058247999509796),SZ5
23595,824684-1,1.4038434595970029,103.91416321656988,HDB_RACKS,4,Y,POINT (103.91416321656988 1.4038434595970029),SZ5
23596,824684-2,1.403831128786038,103.91414503468177,HDB_RACKS,4,Y,POINT (103.91414503468177 1.403831128786038),SZ5
23597,825195-1,1.401846727214743,103.90722836140937,HDB_RACKS,5,Y,POINT (103.90722836140937 1.401846727214743),SZ4
23598,825195-2,1.4018049952501486,103.90698684022006,HDB_RACKS,12,Y,POINT (103.90698684022006 1.4018049952501486),SZ4
23599,EDFIELD PLAINS BLOCK 617C_1,1.401812823150761,103.9125183211778,HDB_RACKS,8,Y,POINT (103.9125183211778 1.401812823150761),SZ5
23600,EDFIELD PLAINS BLOCK 617C_2,1.401872612683123,103.91241312905754,HDB_RACKS,7,Y,POINT (103.91241312905754 1.401872612683123),SZ5
23601,EDFIELD PLAINS BLOCK 617C_3,1.4020484067714645,103.91242974252958,HDB_RACKS,7,Y,POINT (103.91242974252958 1.4020484067714645),SZ5
23602,EDGEFIELD PLAINS BLOCK 104B_YB,1.396627398838947,103.9052244190806,Yellow Box,10,Y,POINT (103.9052244190806 1.396627398838947),SZ4
23603,EDGEFIELD PLAINS BLOCK 122B_A_YB,1.3941041164899743,103.90965831649676,Yellow Box,12,Y,POINT (103.90965831649676 1.3941041164899743),SZ4
23604,EDGEFIELD PLAINS BLOCK 122B_B_YB,1.3940662878373349,103.90941573351574,Yellow Box,18,Y,POINT (103.90941573351574 1.3940662878373349),SZ4
23605,EDGEFIELD PLAINS BLOCK 615C_YB,1.4036770860737604,103.91019728473438,Yellow Box,16,Y,POINT (103.91019728473438 1.4036770860737604),SZ5
23606,EDGEFIELD PLAINS BLOCK 617A_1,1.4022481595496736,103.91193110495304,HDB_RACKS,8,Y,POINT (103.91193110495304 1.4022481595496736),SZ5
23607,EDGEFIELD PLAINS BLOCK 617A_2,1.4023671106344218,103.91187356153158,HDB_RACKS,6,Y,POINT (103.91187356153158 1.4023671106344218),SZ5
23608,EDGEFIELD PLAINS BLOCK 617A_3,1.4024007360107476,103.91199855805873,HDB_RACKS,4,Y,POINT (103.91199855805873 1.4024007360107476),SZ5
23609,EDGEFIELD PLAINS BLOCK 617B_1,1.402091215870455,103.9120950788187,HDB_RACKS,7,Y,POINT (103.9120950788187 1.402091215870455),SZ5
23610,EDGEFIELD PLAINS BLOCK 617B_2,1.4022120943400431,103.91223542265878,HDB_RACKS,8,Y,POINT (103.91223542265878 1.4022120943400431),SZ5
23611,EDGEFIELD PLAINS BLOCK 617D_1,1.4016870072765044,103.91299478443533,HDB_RACKS,7,Y,POINT (103.91299478443533 1.4016870072765044),SZ5
23612,EDGEFIELD PLAINS BLOCK 617D_2,1.4016010717358935,103.91279676907844,HDB_RACKS,8,Y,POINT (103.91279676907844 1.4016010717358935),SZ5
23613,EDGEFIELD PLAINS BLOCK 617D_3,1.4016870188587995,103.91265568809705,HDB_RACKS,6,Y,POINT (103.91265568809705 1.4016870188587995),SZ5
23614,EDGEFIELD PLAINS BLOCK 662D_YB,1.4016643889027094,103.9176458384397,Yellow Box,6,Y,POINT (103.9176458384397 1.4016643889027094),SZ5
23615,EDGEFIELD PLAINS BLOCK 668B_YB,1.4047203908292578,103.91318570456298,Yellow Box,16,Y,POINT (103.91318570456298 1.4047203908292578),SZ5
23616,EDGEFIELD PLAINS BLOCK 669B_A_YB,1.4044269139500174,103.9136383140932,Yellow Box,13,Y,POINT (103.9136383140932 1.4044269139500174),SZ5
23617,EDGEFIELD PLAINS BLOCK 669B_B_YB,1.4051792158598797,103.91433665175498,Yellow Box,13,Y,POINT (103.91433665175498 1.4051792158598797),SZ5
23618,EDGEFIELD PLAINS BLOCK 671B_A_YB,1.4061574198776785,103.91158661140776,Yellow Box,13,Y,POINT (103.91158661140776 1.4061574198776785),SZ5
23619,EDGEFIELD PLAINS BLOCK 671B_B_YB,1.4062454511531586,103.9114340594386,Yellow Box,13,Y,POINT (103.9114340594386 1.4062454511531586),SZ5
23620,PUNGGOL CENTRAL BLOCK 160B,1.3952038587633675,103.91612901555084,HDB_RACKS,6,Y,POINT (103.91612901555084 1.3952038587633675),SZ4
23621,PUNGGOL CENTRAL BLOCK 163A_A_YB,1.395539511921697,103.91400850871186,Yellow Box,6,Y,POINT (103.91400850871186 1.395539511921697),SZ4
23622,PUNGGOL CENTRAL BLOCK 163A_B_YB,1.3958413504373894,103.9140118353935,Yellow Box,6,Y,POINT (103.9140118353935 1.3958413504373894),SZ4
23623,PUNGGOL CENTRAL BLOCK 163B_YB,1.3957198548552463,103.91378348400644,Yellow Box,6,Y,POINT (103.91378348400644 1.3957198548552463),SZ4
23624,PUNGGOL CENTRAL BLOCK 165A_YB,1.3953388745077997,103.91470608999596,Yellow Box,6,Y,POINT (103.91470608999596 1.3953388745077997),SZ4
23625,PUNGGOL CENTRAL BLOCK 260A,1.404740824084521,103.896776506986,HDB_RACKS,10,Y,POINT (103.896776506986 1.404740824084521),SZ3
23626,PUNGGOL CENTRAL BLOCK 261A_1,1.4058876110383032,103.89708444261724,HDB_RACKS,3,Y,POINT (103.89708444261724 1.4058876110383032),SZ3
23627,PUNGGOL CENTRAL BLOCK 261A_2,1.40603140968807,103.8970956527852,HDB_RACKS,2,Y,POINT (103.8970956527852 1.40603140968807),SZ3
23628,PUNGGOL CENTRAL BLOCK 261A_3,1.4060263863717473,103.89705909322716,HDB_RACKS,6,Y,POINT (103.89705909322716 1.4060263863717473),SZ3
23629,PUNGGOL CENTRAL BLOCK 261A_4,1.4060512987398803,103.89700278398531,HDB_RACKS,10,Y,POINT (103.89700278398531 1.4060512987398803),SZ3
23630,PUNGGOL CENTRAL BLOCK 261A_5,1.406090534388298,103.89696256367807,HDB_RACKS,2,Y,POINT (103.89696256367807 1.406090534388298),SZ3
23631,PUNGGOL CENTRAL BLOCK 266B_1,1.4055912882223207,103.89772002404744,HDB_RACKS,6,Y,POINT (103.89772002404744 1.4055912882223207),SZ3
23632,PUNGGOL CENTRAL BLOCK 266B_2,1.4056347640140952,103.89795292132062,HDB_RACKS,3,Y,POINT (103.89795292132062 1.4056347640140952),SZ3
23633,PUNGGOL CENTRAL BLOCK 266B_3,1.4054825081412414,103.89788661340388,HDB_RACKS,9,Y,POINT (103.89788661340388 1.4054825081412414),SZ3
23634,PUNGGOL CENTRAL BLOCK 266C,1.4050379573991791,103.89773531665692,HDB_RACKS,12,Y,POINT (103.89773531665692 1.4050379573991791),SZ3
23635,PUNGGOL CENTRAL BLOCK 267A,1.4047235590773552,103.8974319877882,HDB_RACKS,6,Y,POINT (103.8974319877882 1.4047235590773552),SZ3
23636,PUNGGOL CENTRAL BLOCK 602B_YB,1.4029791245105228,103.90670049609724,Yellow Box,13,Y,POINT (103.90670049609724 1.4029791245105228),SZ5
23637,PUNGGOL CENTRAL BLOCK 645_A_YB,1.3979000152970875,103.91628846828893,Yellow Box,6,Y,POINT (103.91628846828893 1.3979000152970875),SZ5
23638,PUNGGOL CENTRAL BLOCK 645_B_YB,1.3979062196197225,103.91631486767746,Yellow Box,6,Y,POINT (103.91631486767746 1.3979062196197225),SZ5
23639,PUNGGOL CENTRAL BLOCK 649_YB,1.397265564637742,103.91480765001074,Yellow Box,6,Y,POINT (103.91480765001074 1.397265564637742),SZ5
23640,PUNGGOL DRIVE BLOCK 612A_YB,1.4043471004351,103.90908825546914,Yellow Box,13,Y,POINT (103.90908825546914 1.4043471004351),SZ5
23641,PUNGGOL DRIVE BLOCK 612B_YB,1.4049006663960133,103.90821510638196,Yellow Box,13,Y,POINT (103.90821510638196 1.4049006663960133),SZ5
23642,PUNGGOL DRIVE BLOCK 617D_YB,1.4018302335123287,103.912724652345,Yellow Box,6,Y,POINT (103.912724652345 1.4018302335123287),SZ5
23643,PUNGGOL DRIVE BLOCK 641B,1.3990142075498273,103.91674071567218,HDB_RACKS,11,Y,POINT (103.91674071567218 1.3990142075498273),SZ5
23644,PUNGGOL DRIVE BLOCK 641C_1,1.3990737476292754,103.91629778775857,HDB_RACKS,12,Y,POINT (103.91629778775857 1.3990737476292754),SZ5
23645,PUNGGOL DRIVE BLOCK 641C_2,1.399073833927787,103.91663037274084,HDB_RACKS,11,Y,POINT (103.91663037274084 1.399073833927787),SZ5
23646,PUNGGOL DRIVE BLOCK 665B_YB,1.4021140427137193,103.91433093106596,Yellow Box,6,Y,POINT (103.91433093106596 1.4021140427137193),SZ5
23647,PUNGGOL DRIVE BLOCK 676B_YB,1.4047851508288025,103.91019566553425,Yellow Box,13,Y,POINT (103.91019566553425 1.4047851508288025),SZ5
23648,PUNGGOL EAST BLOCK 166A_1,1.3947056596845775,103.91564172026764,HDB_RACKS,8,Y,POINT (103.91564172026764 1.3947056596845775),SZ4
23649,PUNGGOL EAST BLOCK 166A_2,1.3945362664526093,103.91563305136464,HDB_RACKS,10,Y,POINT (103.91563305136464 1.3945362664526093),SZ4
23650,PUNGGOL EAST BLOCK 166A_3,1.3944241690071972,103.9155983953995,HDB_RACKS,10,Y,POINT (103.9155983953995 1.3944241690071972),SZ4
23651,PUNGGOL FIELD BLOCK 101D_1,1.3986340929268082,103.90624898030084,HDB_RACKS,16,Y,POINT (103.90624898030084 1.3986340929268082),SZ4
23652,PUNGGOL FIELD BLOCK 101D_2,1.398743120320199,103.90610890708774,HDB_RACKS,10,Y,POINT (103.90610890708774 1.398743120320199),SZ4
23653,PUNGGOL FIELD BLOCK 102A_1,1.398954488332405,103.9058299976823,HDB_RACKS,6,Y,POINT (103.9058299976823 1.398954488332405),SZ4
23654,PUNGGOL FIELD BLOCK 102A_2,1.3988427489369697,103.90597630432372,HDB_RACKS,10,Y,POINT (103.90597630432372 1.3988427489369697),SZ4
23655,PUNGGOL FIELD BLOCK 102B_1,1.399140220745569,103.90557371240672,HDB_RACKS,5,Y,POINT (103.90557371240672 1.399140220745569),SZ4
23656,PUNGGOL FIELD BLOCK 102B_2,1.3992513227656962,103.90543509370552,HDB_RACKS,14,Y,POINT (103.90543509370552 1.3992513227656962),SZ4
23657,PUNGGOL FIELD BLOCK 102B_3,1.3989940812544763,103.90546456248588,HDB_RACKS,12,Y,POINT (103.90546456248588 1.3989940812544763),SZ4
23658,PUNGGOL FIELD BLOCK 102B_YB,1.3991435302153834,103.9051481902853,Yellow Box,18,Y,POINT (103.9051481902853 1.3991435302153834),SZ4
23659,PUNGGOL FIELD BLOCK 106A_2,1.3967270988521985,103.90858606437004,HDB_RACKS,18,Y,POINT (103.90858606437004 1.3967270988521985),SZ4
23660,PUNGGOL FIELD BLOCK 106A_YB,1.3966115459955537,103.9086038409534,Yellow Box,6,Y,POINT (103.9086038409534 1.3966115459955537),SZ4
23661,PUNGGOL FIELD BLOCK 108_2,1.3966934646579627,103.9087283844693,HDB_RACKS,8,Y,POINT (103.9087283844693 1.3966934646579627),SZ4
23662,PUNGGOL FIELD BLOCK 110A_1,1.396176730858333,103.90903785891597,HDB_RACKS,32,Y,POINT (103.90903785891597 1.396176730858333),SZ4
23663,PUNGGOL FIELD BLOCK 110A_2,1.3963459518676165,103.90894123632964,HDB_RACKS,4,Y,POINT (103.90894123632964 1.3963459518676165),SZ4
23664,PUNGGOL FIELD BLOCK 110A_3,1.3962786942207184,103.90889296874953,HDB_RACKS,6,Y,POINT (103.90889296874953 1.3962786942207184),SZ4
23665,PUNGGOL FIELD BLOCK 110A_YB,1.3961385153574994,103.90925165997317,Yellow Box,17,Y,POINT (103.90925165997317 1.3961385153574994),SZ4
23666,PUNGGOL FIELD BLOCK 128A_1,1.3936637309352258,103.91240538896834,HDB_RACKS,14,Y,POINT (103.91240538896834 1.3936637309352258),SZ4
23667,PUNGGOL FIELD BLOCK 128A_2,1.3936503277240058,103.91213719392282,HDB_RACKS,14,Y,POINT (103.91213719392282 1.3936503277240058),SZ4
23668,PUNGGOL FIELD BLOCK 128A_3,1.393248793462501,103.91259754845458,HDB_RACKS,12,Y,POINT (103.91259754845458 1.393248793462501),SZ4
23669,PUNGGOL FIELD BLOCK 128A_4,1.3933577829310595,103.9124601814358,HDB_RACKS,16,Y,POINT (103.9124601814358 1.3933577829310595),SZ4
23670,PUNGGOL FIELD BLOCK 128A_5,1.3934624087156675,103.91244966555148,HDB_RACKS,10,Y,POINT (103.91244966555148 1.3934624087156675),SZ4
23671,PUNGGOL FIELD BLOCK 173A_1,1.3970085217931276,103.90940162811094,HDB_RACKS,5,Y,POINT (103.90940162811094 1.3970085217931276),SZ4
23672,PUNGGOL FIELD BLOCK 173A_2,1.3968270936500713,103.90971118681212,HDB_RACKS,6,Y,POINT (103.90971118681212 1.3968270936500713),SZ4
23673,PUNGGOL FIELD BLOCK 173A_3,1.3968910119400044,103.90947679209,HDB_RACKS,14,Y,POINT (103.90947679209 1.3968910119400044),SZ4
23674,PUNGGOL FIELD BLOCK 173A_4,1.3969944011427888,103.90934325461346,HDB_RACKS,8,Y,POINT (103.90934325461346 1.3969944011427888),SZ4
23675,PUNGGOL FIELD BLOCK 173A_5,1.3970066198389213,103.90932831337751,HDB_RACKS,4,Y,POINT (103.90932831337751 1.3970066198389213),SZ4
23676,PUNGGOL FIELD BLOCK 175A_1,1.397363200392967,103.90899531135793,HDB_RACKS,12,Y,POINT (103.90899531135793 1.397363200392967),SZ4
23677,PUNGGOL FIELD BLOCK 175A_2,1.3976109673548842,103.9088333912222,HDB_RACKS,12,Y,POINT (103.9088333912222 1.3976109673548842),SZ4
23678,PUNGGOL FIELD BLOCK 175A_3,1.3976485617562615,103.90883619397894,HDB_RACKS,12,Y,POINT (103.90883619397894 1.3976485617562615),SZ4
23679,PUNGGOL FIELD BLOCK 175A_YB,1.3973800566408046,103.90894033848836,Yellow Box,8,Y,POINT (103.90894033848836 1.3973800566408046),SZ4
23680,PUNGGOL FIELD BLOCK 175B_YB,1.397779665809326,103.90871672371772,Yellow Box,8,Y,POINT (103.90871672371772 1.397779665809326),SZ4
23681,PUNGGOL FIELD BLOCK 196A,1.3994062544343815,103.90652297530916,HDB_RACKS,6,Y,POINT (103.90652297530916 1.3994062544343815),SZ4
23682,PUNGGOL FIELD BLOCK 199A_1,1.399663212017396,103.90607418906598,HDB_RACKS,10,Y,POINT (103.90607418906598 1.399663212017396),SZ4
23683,PUNGGOL FIELD BLOCK 199A_2,1.3996230910553238,103.90627121124784,HDB_RACKS,7,Y,POINT (103.90627121124784 1.3996230910553238),SZ4
23684,PUNGGOL FIELD BLOCK 199A_3,1.399758158461022,103.90622893735636,HDB_RACKS,2,Y,POINT (103.90622893735636 1.399758158461022),SZ4
23685,PUNGGOL FIELD BLOCK 199B_1,1.3999924839435145,103.90564824049848,HDB_RACKS,12,Y,POINT (103.90564824049848 1.3999924839435145),SZ4
23686,PUNGGOL FIELD BLOCK 199B_2,1.399882144897668,103.90579001984624,HDB_RACKS,12,Y,POINT (103.90579001984624 1.399882144897668),SZ4
23687,PUNGGOL PLACE BLOCK 289D_YB,1.4020145270737243,103.9036077321946,Yellow Box,8,Y,POINT (103.9036077321946 1.4020145270737243),SZ3
23688,PUNGGOL ROAD BLOCK 297A_1,1.39525936698485,103.90070628937332,HDB_RACKS,5,Y,POINT (103.90070628937332 1.39525936698485),SENGKANG TOWN CENTRE
23689,PUNGGOL ROAD BLOCK 297A_2,1.3949115841617474,103.9004752089001,HDB_RACKS,6,Y,POINT (103.9004752089001 1.3949115841617474),SENGKANG TOWN CENTRE
23690,PUNGGOL ROAD BLOCK 297B_1,1.3949779489149274,103.90126495924656,HDB_RACKS,6,Y,POINT (103.90126495924656 1.3949779489149274),SENGKANG TOWN CENTRE
23691,PUNGGOL ROAD BLOCK 612B_1,1.4049442498355056,103.908383672846,HDB_RACKS,12,Y,POINT (103.908383672846 1.4049442498355056),SZ5
23692,PUNGGOL ROAD BLOCK 612B_2,1.404959346155025,103.90835218804874,HDB_RACKS,6,Y,POINT (103.90835218804874 1.404959346155025),SZ5
23693,PUNGGOL ROAD BLOCK 612C_1,1.4053714900620335,103.90777108440444,HDB_RACKS,5,Y,POINT (103.90777108440444 1.4053714900620335),SZ5
23694,PUNGGOL ROAD BLOCK 612C_2,1.405246930257368,103.90794929196586,HDB_RACKS,6,Y,POINT (103.90794929196586 1.405246930257368),SZ5
23695,PUNGGOL WALK BLOCK 272B_YB,1.4034183102671096,103.90029912989732,Yellow Box,14,Y,POINT (103.90029912989732 1.4034183102671096),SZ3
23696,PUNGGOL WAY BLOCK 266A_YB,1.4060605942861024,103.89793820287592,Yellow Box,16,Y,POINT (103.89793820287592 1.4060605942861024),SZ3
23697,PUNGGOL WAY BLOCK 269B_YB,1.4033349907638175,103.898720757175,Yellow Box,16,Y,POINT (103.898720757175 1.4033349907638175),SZ3
23698,PUNGGOL WAY BLOCK 312B,1.4113109741068062,103.9006299165503,HDB_RACKS,18,Y,POINT (103.9006299165503 1.4113109741068062),SZ2
23699,PUNGGOL WAY BLOCK 314A_1,1.4082503989040132,103.89803517265918,HDB_RACKS,6,Y,POINT (103.89803517265918 1.4082503989040132),SZ2
23700,PUNGGOL WAY BLOCK 314A_2,1.4081902506011776,103.89793151293468,HDB_RACKS,6,Y,POINT (103.89793151293468 1.4081902506011776),SZ2
23701,PUNGGOL WAY BLOCK 314A_YB,1.4083198187179118,103.89815060172248,Yellow Box,11,Y,POINT (103.89815060172248 1.4083198187179118),SZ2
23702,PUNGGOL WAY BLOCK 314C,1.407859418737144,103.8979417762474,HDB_RACKS,16,Y,POINT (103.8979417762474 1.407859418737144),SZ2
23703,PUNGGOL WAY BLOCK 316A_1,1.408835814666615,103.89830163902536,HDB_RACKS,14,Y,POINT (103.89830163902536 1.408835814666615),SZ2
23704,PUNGGOL WAY BLOCK 316A_2,1.4089778421392682,103.89840219843023,HDB_RACKS,4,Y,POINT (103.89840219843023 1.4089778421392682),SZ2
23705,PUNGGOL WAY BLOCK 316A_3,1.4090671277037758,103.89845076146077,HDB_RACKS,32,Y,POINT (103.89845076146077 1.4090671277037758),SZ2
23706,PUNGGOL WAY BLOCK 316A_4,1.409082169385831,103.89831255107244,HDB_RACKS,26,Y,POINT (103.89831255107244 1.409082169385831),SZ2
23707,PUNGGOL WAY BLOCK 316A_YB,1.409089598177898,103.898458824955,Yellow Box,11,Y,POINT (103.898458824955 1.409089598177898),SZ2
23708,PUNGGOL WAY BLOCK 327C,1.4120511498056971,103.89989085339502,HDB_RACKS,24,Y,POINT (103.89989085339502 1.4120511498056971),SZ2
23709,PUNGGOL DRIVE 166A_4,1.3946240329281083,103.91556105124349,HDB_RACKS,4,Y,POINT (103.91556105124349 1.3946240329281083),SZ4
23710,PUNGGOL ROAD BLOCK 612B_3,1.4049164884632015,103.9083724364109,HDB_RACKS,5,Y,POINT (103.9083724364109 1.4049164884632015),SZ5
23711,PUNGGOL MRT A6,1.4059007274468849,103.90301913391832,MRT_RACKS,22,Y,POINT (103.90301913391832 1.4059007274468849),SZ2
23712,821415-1,1.4166552826203165,103.89937481926972,HDB_RACKS,28,Y,POINT (103.89937481926972 1.4166552826203165),SZ1
23713,822415-1,1.4172479660372197,103.90002821168056,HDB_RACKS,16,Y,POINT (103.90002821168056 1.4172479660372197),SZ1
23714,823415-1,1.4174838602830684,103.9002743330374,HDB_RACKS,12,Y,POINT (103.9002743330374 1.4174838602830684),SZ1
23715,824415-1,1.4176814201818615,103.90053217308302,HDB_RACKS,26,Y,POINT (103.90053217308302 1.4176814201818615),SZ1
23716,823413-1,1.417389478478175,103.9010009543716,HDB_RACKS,18,Y,POINT (103.9010009543716 1.417389478478175),SZ1
23717,822413-1,1.4169471745408666,103.90062004997236,HDB_RACKS,22,Y,POINT (103.90062004997236 1.4169471745408666),SZ1
23718,821413-1,1.4162925662450228,103.8999988850158,HDB_RACKS,20,Y,POINT (103.8999988850158 1.4162925662450228),SZ1
23719,821420-1,1.4182991622414096,103.90137235027132,HDB_RACKS,14,N,POINT (103.90137235027132 1.4182991622414096),SZ1
23720,821420-2,1.4183709477910011,103.90132176517686,HDB_RACKS,16,N,POINT (103.90132176517686 1.4183709477910011),SZ1
23721,821420-3,1.4184829913973194,103.90164406151548,HDB_RACKS,22,Y,POINT (103.90164406151548 1.4184829913973194),SZ1
23722,822420-1,1.4186038860625212,103.90180521160272,HDB_RACKS,16,Y,POINT (103.90180521160272 1.4186038860625212),SZ1
23723,823420-1,1.418884005381234,103.90225936014409,HDB_RACKS,16,Y,POINT (103.90225936014409 1.418884005381234),SZ1
23724,824420-1,1.4194236094716628,103.90293326188156,HDB_RACKS,28,Y,POINT (103.90293326188156 1.4194236094716628),SZ1
23725,824419-1,1.4188515401089714,103.9032145187668,HDB_RACKS,18,Y,POINT (103.9032145187668 1.4188515401089714),SZ1
23726,823419-1,1.418592063238949,103.90273107137108,HDB_RACKS,18,Y,POINT (103.90273107137108 1.418592063238949),SZ1
23727,822419-1,1.4181409235762363,103.9020073636159,HDB_RACKS,20,Y,POINT (103.9020073636159 1.4181409235762363),SZ1
23728,821419-1,1.4178165730355152,103.90154149421222,HDB_RACKS,18,Y,POINT (103.90154149421222 1.4178165730355152),SZ1
23729,823421-1,1.4194471291702666,103.90522154419249,HDB_RACKS,8,Y,POINT (103.90522154419249 1.4194471291702666),SZ1
23730,823421-2,1.419304110829109,103.90532189014505,HDB_RACKS,28,Y,POINT (103.90532189014505 1.419304110829109),SZ1
23731,822421-1,1.4194239220637013,103.9047586132796,HDB_RACKS,40,Y,POINT (103.9047586132796 1.4194239220637013),SZ1
23732,822422-1,1.419875080777695,103.90484359534192,HDB_RACKS,30,Y,POINT (103.90484359534192 1.419875080777695),SZ1
23733,821422-1,1.41980138495952,103.9040891339241,HDB_RACKS,30,Y,POINT (103.9040891339241 1.41980138495952),SZ1
23734,821421-1,1.4192809311286962,103.90397338555924,HDB_RACKS,32,Y,POINT (103.90397338555924 1.4192809311286962),SZ1
23735,PUNGGOL MRT D6,1.403808534154244,103.90166283507462,LTA_RACKS,10,Y,POINT (103.90166283507462 1.403808534154244),SZ3
23736,ONEPUNGGOL_1,1.4092145622285317,103.9048573557552,PA_RACKS,262,N,POINT (103.9048573557552 1.4092145622285317),SZ2
23737,ONEPUNGGOL_2,1.4077731323963514,103.90519396629888,PA_RACKS,16,N,POINT (103.90519396629888 1.4077731323963514),SZ2
23738,821656-1,1.3999575939097566,103.92049621436782,HDB_RACKS,6,Y,POINT (103.92049621436782 1.3999575939097566),SZ5
23739,821656-4,1.399624496143138,103.9210525357393,HDB_RACKS,10,Y,POINT (103.9210525357393 1.399624496143138),SZ5
23740,821656-2,1.399320142639084,103.92079004909372,HDB_RACKS,6,Y,POINT (103.92079004909372 1.399320142639084),SZ5
23741,822656-1,1.3995326083504789,103.92117235803325,HDB_RACKS,8,Y,POINT (103.92117235803325 1.3995326083504789),SZ5
23742,ONEPUNGGOL_3,1.4083818837899138,103.9044008495753,PA_RACKS,24,N,POINT (103.9044008495753 1.4083818837899138),SZ2
23743,821655-1,1.399314429765657,103.91999121088696,HDB_RACKS,4,Y,POINT (103.91999121088696 1.399314429765657),SZ5
23744,821656-3,1.3996532120296334,103.92098977095588,HDB_RACKS,6,Y,POINT (103.92098977095588 1.3996532120296334),SZ5
23745,823678_4,1.4062375228784263,103.90952291144636,HDB_RACKS,8,Y,POINT (103.90952291144636 1.4062375228784263),SZ5
23746,822663_4,1.400999895136399,103.91731744611651,HDB_RACKS,14,Y,POINT (103.91731744611651 1.400999895136399),SZ5
23747,823663_5,1.4005782545016854,103.91763374705164,HDB_RACKS,14,Y,POINT (103.91763374705164 1.4005782545016854),SZ5
23748,821664_4,1.3994901240278372,103.91725709137796,HDB_RACKS,14,Y,POINT (103.91725709137796 1.3994901240278372),SZ5
23749,821664_5,1.399413458986644,103.91740096473237,HDB_RACKS,14,Y,POINT (103.91740096473237 1.399413458986644),SZ5
23750,821665_2,1.402074319143469,103.91388667062375,HDB_RACKS,8,Y,POINT (103.91388667062375 1.402074319143469),SZ5
23751,823665_3,1.4014737975678249,103.91444311252764,HDB_RACKS,10,Y,POINT (103.91444311252764 1.4014737975678249),SZ5
23752,822668_5,1.4048298481575243,103.91293252567672,HDB_RACKS,6,Y,POINT (103.91293252567672 1.4048298481575243),SZ5
23753,821669_2,1.4048330152775683,103.9137174986307,HDB_RACKS,8,Y,POINT (103.9137174986307 1.4048330152775683),SZ5
23754,821670_3,1.4053334666209027,103.91276433421844,HDB_RACKS,10,Y,POINT (103.91276433421844 1.4053334666209027),SZ5
23755,822670_5,1.4051865123925618,103.91342869990731,HDB_RACKS,6,Y,POINT (103.91342869990731 1.4051865123925618),SZ5
23756,823670_4,1.4053824109044448,103.91371857532567,HDB_RACKS,10,Y,POINT (103.91371857532567 1.4053824109044448),SZ5
23757,821661_5,1.4028961677097225,103.9171545949442,HDB_RACKS,8,Y,POINT (103.9171545949442 1.4028961677097225),SZ5
23758,821661_6,1.403009034566158,103.91697369567244,HDB_RACKS,6,Y,POINT (103.91697369567244 1.403009034566158),SZ5
23759,822661_5,1.4023467948297783,103.91652088510398,HDB_RACKS,16,Y,POINT (103.91652088510398 1.4023467948297783),SZ5
23760,822661_6,1.4025735642276376,103.91696733272676,HDB_RACKS,8,Y,POINT (103.91696733272676 1.4025735642276376),SZ5
23761,823661_3,1.402042261376976,103.91717466492156,HDB_RACKS,26,Y,POINT (103.91717466492156 1.402042261376976),SZ5
23762,823661_4,1.401987946508859,103.91756609098508,HDB_RACKS,26,Y,POINT (103.91756609098508 1.401987946508859),SZ5
23763,821662_6,1.4020762960293174,103.91817862607546,HDB_RACKS,14,Y,POINT (103.91817862607546 1.4020762960293174),SZ5
23764,821671_3,1.4060542964232907,103.91234965571712,HDB_RACKS,12,Y,POINT (103.91234965571712 1.4060542964232907),SZ5
23765,822671_4,1.406235329437146,103.91144725983564,HDB_RACKS,16,Y,POINT (103.91144725983564 1.406235329437146),SZ5
23766,822671_5,1.40617463692096,103.91154987562524,HDB_RACKS,8,Y,POINT (103.91154987562524 1.40617463692096),SZ5
23767,821672_4,1.4064780497284748,103.9125072993995,HDB_RACKS,8,Y,POINT (103.9125072993995 1.4064780497284748),SZ5
