,PLANNING_A,PLANNING_1,geometry,within
427,,PASIR RIS,"LINESTRING (103.96143633849545 1.3664801763982652, 103.96174944708329 1.3661637875111596, 103.9618267295613 1.3660857667544937)",PASIR RIS DRIVE
428,,PASIR RIS,"LINESTRING (103.9590182299744 1.3683230377072555, 103.95916154931362 1.3682463827455627, 103.95918340912739 1.3682188030693527, 103.95920533353808 1.3682065559446965)",PASIR RIS DRIVE
429,,CLEMENTI,"LINESTRING (103.76488818939444 1.3047625214583096, 103.76496346686841 1.3047965077130181, 103.76507542361674 1.3048741214925783, 103.76565665608247 1.3050821410460143, 103.76620605404273 1.3052905909957466, 103.7666450096751 1.3051009205070578, 103.7667561935183 1.3051528737655025, 103.76724067856382 1.3053364843056032, 103.76726683199965 1.3053576127526807, 103.767295740425 1.305411416853749, 103.76726022180793 1.3055138858001916, 103.76728537037117 1.305580929693256, 103.76754994755717 1.3056769168420028, 103.76792221547004 1.3057415750891703, 103.76810838318593 1.3055799863576854, 103.7682798055253 1.3054963877849797, 103.7684393390081 1.3053847183313576, 103.76850535277156 1.3052342419841627, 103.7685307063978 1.30525980720844, 103.7685310759985 1.3052832609987448, 103.76851944819835 1.305307123250535, 103.76846312578765 1.305331674372293)",CLEMENTI WOODS
430,,JURONG WEST,"LINESTRING (103.69091426261197 1.3457015466757654, 103.69106231747547 1.3459763366177555, 103.69145695017033 1.3463639926800428, 103.6917992755223 1.3468234293430013, 103.69295464143457 1.3480725358843242, 103.69427640935996 1.34966812792746, 103.6951892779789 1.350915305134163)",YUNNAN
431,,TAMPINES,"LINESTRING (103.93922555707965 1.3526554639632742, 103.93922783534038 1.3525196981970427)",TAMPINES WEST
432,,TAMPINES,"LINESTRING (103.93931148784579 1.3518967286855683, 103.93930225354305 1.3519432712217012, 103.93928961306996 1.3519962565884398, 103.939267478487 1.352092989116959, 103.93926106177194 1.3521532877927958, 103.93921618586643 1.3524249766463892)",TAMPINES WEST
433,,TAMPINES,"LINESTRING (103.93966933390178 1.3518958040575029, 103.93972707845441 1.3519015930518028, 103.93996218648655 1.3519459932200284)",TAMPINES WEST
434,,TAMPINES,"LINESTRING (103.94121669363169 1.3518906157729227, 103.94113540786104 1.351889620989314, 103.94090508395423 1.3518903131579108, 103.94026614189882 1.3518976931234785)",TAMPINES WEST
435,,TAMPINES,"LINESTRING (103.94121669363169 1.3518906157729227, 103.94128573508328 1.3519003752816054, 103.94131207935243 1.3519258038806088, 103.94131525552523 1.351940611775064, 103.94131321588704 1.3520038422006997, 103.9413135724226 1.3520604724793024, 103.94131393283872 1.3521845863102233, 103.94131394759214 1.352376106838075, 103.94131458245313 1.3524072096551802, 103.9413155423518 1.3525751479759367, 103.94131604124341 1.3526810750641842, 103.94131604851894 1.3527846761532376, 103.94131605012353 1.3528006462958488, 103.94131605867176 1.3529127004638222, 103.94131606712983 1.353022706249966, 103.94131607556639 1.353132216445181, 103.94131608294859 1.3532381951036399, 103.94131609138591 1.3533477052986587, 103.94131609975976 1.353455771226208, 103.94131656363496 1.3535622472634468, 103.94131660722819 1.3536742616371955, 103.94132006054404 1.3539414301473696)",TAMPINES WEST
436,,TAMPINES,"LINESTRING (103.93921457756399 1.3540855913123908, 103.93924905081192 1.3539585810780024)",TAMPINES WEST
437,,TAMPINES,"LINESTRING (103.93984668680811 1.3556250422031195, 103.93957535648703 1.3556233386217424, 103.93930483387825 1.355619466312094, 103.939190920311 1.3556201568330473, 103.93918675525971 1.3556153394754067, 103.93917868395654 1.3556060049971916, 103.93916074093116 1.3555529006958316, 103.9391617450294 1.3553137916374274, 103.93916551880514 1.3546261239100585, 103.93917310598863 1.354184615441089)",TAMPINES WEST
438,,TAMPINES,"LINESTRING (103.94924130290764 1.3589869030694732, 103.94924131977412 1.3593406706897224, 103.94924132424163 1.35943435902759)",TAMPINES EAST
439,,TOA PAYOH,"LINESTRING (103.85016747372563 1.331151280363917, 103.85028235139835 1.3311466854002194, 103.85049460927027 1.331153575180712, 103.85068860765918 1.331171184505016, 103.85101422142284 1.33122554714676, 103.8512607145351 1.3312661269053823, 103.85140906636815 1.3312952228398753, 103.85151025046349 1.331347289070383, 103.85156122333247 1.3314116070969608, 103.85158228001514 1.331400255356651)",TOA PAYOH CENTRAL
440,,TAMPINES,"LINESTRING (103.94865756542785 1.358904201006209, 103.94901841543988 1.3589041655560432, 103.94919768536822 1.3589047492674213)",TAMPINES EAST
441,,TAMPINES,"LINESTRING (103.95297219553362 1.362126246554344, 103.95288130413061 1.3621140539580583, 103.95286821819644 1.3621115305358993)",TAMPINES EAST
442,,BEDOK,"LINESTRING (103.91727519792829 1.3213767474417404, 103.91734612623878 1.3213837873088163)",KEMBANGAN
443,,ROCHOR,"LINESTRING (103.84904861979504 1.297271238922885, 103.8490558045633 1.29727291104847, 103.84919160244223 1.2974209529025842)",BRAS BASAH
444,,ROCHOR,"LINESTRING (103.84925264910956 1.2974980469017035, 103.84925506441516 1.2975010973088197, 103.8493317710285 1.2975965262983329, 103.84933656299904 1.2976020474148455)",BRAS BASAH
445,,ROCHOR,"LINESTRING (103.84938393998239 1.297656857949259, 103.84950050808168 1.2977931259833735)",BRAS BASAH
446,,ROCHOR,"LINESTRING (103.84950050808168 1.2977931259833735, 103.84950696686533 1.297800676483382, 103.84954630461664 1.297861095032296)",BRAS BASAH
447,,ROCHOR,"LINESTRING (103.84972794441613 1.2979980906484045, 103.8497411648498 1.2980216483602767)",BRAS BASAH
448,,BEDOK,"LINESTRING (103.9232524714654 1.3251591377394873, 103.92324039452787 1.325123488171424, 103.92319193402946 1.3248811892537447)",KEMBANGAN
449,,BEDOK,"LINESTRING (103.92319193402946 1.3248811892537447, 103.92319783223418 1.324809266817744, 103.9231847542318 1.3247464556321726, 103.92315338211284 1.324695193835771)",KEMBANGAN
450,,BEDOK,"LINESTRING (103.92328632734296 1.3251896488226367, 103.9232524714654 1.3251591377394873)",KEMBANGAN
451,,BEDOK,"LINESTRING (103.92352628188719 1.3264198049992963, 103.92352153280976 1.3264136428406732, 103.9235120400465 1.326401323949401, 103.92349874861883 1.3263757535592005, 103.92340782681083 1.3259312848452145, 103.92334420094518 1.3256267581417573, 103.92330048871244 1.3254186385689228)",KEMBANGAN
452,,BEDOK,"LINESTRING (103.92426811802162 1.3271689767909276, 103.92421440996966 1.3269308083290987, 103.92419028860216 1.3268651768510684, 103.92415739060154 1.3268114896251844, 103.92412001190627 1.3267684975665763, 103.92407489504176 1.3267302139090977, 103.92400893468583 1.3266988186516473, 103.92382155168846 1.326636570982109, 103.9237132334072 1.3266017633025804, 103.92366990923598 1.3265901962769888, 103.92355053195853 1.3265911041189102, 103.92350018993386 1.3266001532177008)",KEMBANGAN
453,,SENGKANG,"LINESTRING (103.88315523724145 1.3912283495340871, 103.88344623864387 1.391038833903411, 103.88352231781748 1.3910043751121888, 103.88360410385003 1.3910120306085338, 103.88361534481037 1.3910002184722772)",BUANGKOK
454,,DOWNTOWN CORE,"LINESTRING (103.85019795585497 1.2850487408442774, 103.85037058747587 1.2850000459737987, 103.85037599847183 1.2849985193695754)",RAFFLES PLACE
455,,DOWNTOWN CORE,"LINESTRING (103.84990474182923 1.2852116424021867, 103.84954678675707 1.284041654308229)",PHILLIP
456,,DOWNTOWN CORE,"LINESTRING (103.85065785158166 1.283808782062135, 103.85116762224469 1.2837620156362057)",RAFFLES PLACE
457,,TOA PAYOH,"LINESTRING (103.85580923050318 1.3356814328795983, 103.85574028693743 1.335788727314167, 103.8555649362584 1.3360080626236286)",BOON TECK
458,,TOA PAYOH,"LINESTRING (103.85522177628516 1.3363317205859488, 103.85519848312632 1.3363497502048087, 103.85520685150175 1.3363616181047964, 103.85520989496166 1.3363665956995732, 103.85518478944446 1.3363884182391477)",BOON TECK
459,,TOA PAYOH,"LINESTRING (103.85499725826661 1.336556107171112, 103.85495536693271 1.336595110973512)",BOON TECK
460,,TOA PAYOH,"LINESTRING (103.8542083346648 1.3372521328410787, 103.85377241036963 1.3376368993015084)",BOON TECK
461,,TOA PAYOH,"LINESTRING (103.85377241036963 1.3376368993015084, 103.85375415174414 1.3376468528898204, 103.85373969656465 1.3376384306645153, 103.85374348598833 1.3376629615190672)",BOON TECK
462,,TOA PAYOH,"LINESTRING (103.85193928803764 1.3315151123924964, 103.85201346349228 1.3314668730242467, 103.85210646917476 1.3314301189390443, 103.8522519679722 1.3314410289778245, 103.85252870103056 1.3314680175844702)",BOON TECK
463,,TOA PAYOH,"LINESTRING (103.85268149434698 1.331483521712298, 103.85292319899166 1.3315099172874993, 103.85323321646331 1.331546764025557, 103.85353990665601 1.331591745510498, 103.85389414493054 1.3316448631257654, 103.85423031428391 1.3317137728568513, 103.85430781848451 1.3317286073898789, 103.85454794037345 1.3318090033268282, 103.8546901113865 1.3318707367257019, 103.85469530761418 1.331856365423999)",BOON TECK
464,,DOWNTOWN CORE,"LINESTRING (103.84933568607067 1.2839544640197997, 103.8492379794848 1.2840486551401946, 103.84913530216232 1.2841413034412832, 103.84893323686529 1.2842964475813727, 103.84880866383384 1.2843761880037798, 103.84869709707108 1.2844420183052434)",CHINA SQUARE
465,,DOWNTOWN CORE,"LINESTRING (103.84945386603228 1.2837431150084262, 103.84945938624696 1.2838209997814514, 103.84937214138982 1.2839193210749655)",CHINA SQUARE
466,,DOWNTOWN CORE,"LINESTRING (103.84816677070839 1.279088386526361, 103.84813439717031 1.2790665598670767, 103.84792369901785 1.2787376128100558, 103.84779881019367 1.2785423584206743, 103.8475180686306 1.2780834436309694, 103.84751714043318 1.2780819170681232)",CECIL
467,,DOWNTOWN CORE,"LINESTRING (103.8471178737987 1.277110424214825, 103.84727266850024 1.2769703860812975, 103.84736368714752 1.2768879671885485)",CECIL
468,,DOWNTOWN CORE,"LINESTRING (103.8435611911931 1.2764004493305352, 103.84360214537185 1.2763432236649452, 103.84392181668166 1.2762948958103557, 103.84398712342147 1.276342116955123)",CHINATOWN
469,,DOWNTOWN CORE,"LINESTRING (103.84412523021972 1.2763202235088282, 103.84416937776746 1.2762590376066067, 103.84448482144484 1.2762116665177792, 103.84454744425295 1.2762564232653892)",CHINATOWN
470,,DOWNTOWN CORE,"LINESTRING (103.84680895761474 1.2851795150772998, 103.84688371443855 1.2852006270774898, 103.8469891374621 1.2853784590141464, 103.8469743100509 1.28543374744092)",CHINA SQUARE
471,,DOWNTOWN CORE,"LINESTRING (103.84717077268492 1.285690969453702, 103.8472077236666 1.285750810171534, 103.84741255216998 1.2860835176460657, 103.84749472080604 1.2862175350193008)",BOAT QUAY
472,,DOWNTOWN CORE,"LINESTRING (103.84753699409161 1.286319936017459, 103.8475250590402 1.2863665868418754, 103.8472982744458 1.2864880406859238)",BOAT QUAY
473,,JURONG EAST,"LINESTRING (103.74189237674986 1.3414976654058777, 103.74174297891852 1.3414938153346685, 103.74172295092797 1.3414942007433563, 103.7415746204999 1.3414926514023688, 103.74152405560368 1.341524789662216)",YUHUA
474,,JURONG EAST,"LINESTRING (103.73929284340208 1.3416214993003253, 103.73927600683561 1.341628602422578, 103.73913841027135 1.341705973512796, 103.7390183246402 1.3417643852981023)",YUHUA
475,,PASIR RIS,"LINESTRING (103.96291890166883 1.3649830725130379, 103.96271158846612 1.3651924598279328)",PASIR RIS DRIVE
476,,PASIR RIS,"LINESTRING (103.95633682569041 1.3725821654721473, 103.95633928836409 1.3725762001718198, 103.95635372838285 1.3725412286436374)",PASIR RIS DRIVE
477,,PASIR RIS,"LINESTRING (103.95692040802903 1.3702214705118685, 103.95692207124878 1.3703436045363246, 103.95691222643414 1.3703592116253571, 103.95691315584547 1.3703999648494753)",PASIR RIS DRIVE
478,,PASIR RIS,"LINESTRING (103.96400169504884 1.3667872572495081, 103.96392711897153 1.366712988797599, 103.96389995657496 1.3667034040469805, 103.96387791355842 1.3666817050876903, 103.96387564275932 1.3666794696291515)",PASIR RIS DRIVE
479,,PASIR RIS,"LINESTRING (103.93463079189458 1.3799683404274825, 103.93463719072614 1.379949348534711, 103.9346523315723 1.3799044082901248, 103.93466794484455 1.3798754408807923, 103.93469296056702 1.3798414158715442, 103.93473101101992 1.3798082376910166, 103.93525599260401 1.3794161015050597, 103.93528388700271 1.3793952728279726)",ELIAS
480,,PASIR RIS,"LINESTRING (103.96184122985287 1.3660711270660395, 103.9623225059153 1.3655852543305673, 103.96235791354493 1.3655612199022042)",PASIR RIS DRIVE
481,,PASIR RIS,"LINESTRING (103.96419943894527 1.366984187505383, 103.96401984348255 1.3668053308336554)",PASIR RIS DRIVE
482,,PASIR RIS,"LINESTRING (103.94144844359717 1.374814140137762, 103.94173100575517 1.374602500061663, 103.94175192606626 1.3745978904740555)",ELIAS
483,,PASIR RIS,"LINESTRING (103.9397097296794 1.3761038896432818, 103.9398004194719 1.3760363794203905)",ELIAS
484,,PASIR RIS,"LINESTRING (103.95691140126509 1.3701432744000794, 103.95692009594913 1.3701985386165485, 103.95692017531964 1.3702043238172323)",PASIR RIS DRIVE
485,,DOWNTOWN CORE,"LINESTRING (103.86244643652579 1.275580820988716, 103.86266864023698 1.2754367603623762)",MARINA SOUTH
486,,DOWNTOWN CORE,"LINESTRING (103.86293193183266 1.273057165365713, 103.8631242081184 1.2729422617716697, 103.86312760096492 1.2729402341461873)",STRAITS VIEW
487,,DOWNTOWN CORE,"LINESTRING (103.84790269966587 1.276410345533135, 103.84791881202686 1.2763749377450477, 103.84801265312439 1.2763256909192182, 103.8480921742854 1.2762845210560163, 103.84815922321152 1.276305360853647)",CECIL
488,,DOWNTOWN CORE,"LINESTRING (103.84883589309638 1.2767354800375734, 103.84876222016236 1.2767183273938059, 103.84841150349644 1.276140336289546, 103.84842856896113 1.2760646128078958)",CECIL
489,,DOWNTOWN CORE,"LINESTRING (103.85069045584879 1.279785983218382, 103.85061630838148 1.2797678656757223, 103.85003112486847 1.2788045020890155)",CECIL
490,,DOWNTOWN CORE,"LINESTRING (103.85084212357702 1.2807021390962467, 103.85083584649945 1.2807183960027897, 103.85082226429216 1.280732592816263, 103.8507774390895 1.2807581911721018, 103.85061544314941 1.2808503154068704, 103.85058033380008 1.2808704142503842, 103.85042470308673 1.28096188457419, 103.85032184781409 1.2810234942168006, 103.85030125062372 1.2810240125552357, 103.85028143330887 1.2810160506586465)",CECIL
491,,DOWNTOWN CORE,"LINESTRING (103.85007505408295 1.2811158676821686, 103.85006063382377 1.2811748875345959, 103.84968301906694 1.281393214526575, 103.84967230134055 1.2813995587151565, 103.84966899563045 1.281401589035574, 103.84961933628483 1.2814299077318256)",CECIL
492,,DOWNTOWN CORE,"LINESTRING (103.86984634294811 1.2819277795582225, 103.87013245474546 1.2814291864910066, 103.87023374828169 1.28120694371851, 103.87027284432438 1.2811264537846132, 103.87028528402205 1.2810871028851765, 103.87028350620105 1.281051329858983, 103.87026484558011 1.281003930564468, 103.87026573338287 1.2809444577169193, 103.87027817138721 1.28084965840594, 103.87029949595792 1.2807566477993764, 103.87034925466082 1.2806564823499893, 103.87042566954257 1.2805670477037783, 103.87049142267655 1.280499078308273, 103.87059805066029 1.280456148364731, 103.87069756997788 1.2804525701444367, 103.87082907845686 1.2804704547381682, 103.8709143817449 1.2805106977123695, 103.87094015007577 1.2805147217552024, 103.87096147587843 1.2805080146713135, 103.8712358184611 1.2803291444408018, 103.87146329591349 1.2805723988831912, 103.87248353963852 1.2813197287118852)",place
493,,DOWNTOWN CORE,"LINESTRING (103.87248353963852 1.2813197287118852, 103.87369568513061 1.2822593067295571)",MARINA EAST
494,,SEMBAWANG,"LINESTRING (103.81947318819121 1.4554233836122576, 103.81941340986747 1.4553652055319448, 103.81926673837485 1.4551688383407613, 103.81921901840535 1.4551126951489741, 103.81916463272417 1.4550367499687842, 103.81909863458026 1.4549319817414617, 103.81904975305758 1.454823143080705, 103.8189907599015 1.454660338265317, 103.81896281848609 1.454558825985828, 103.81893430873563 1.4543818807345743, 103.81892887890565 1.454172827105795, 103.81894859795446 1.4540133870251863, 103.81898315739298 1.4538585846156515, 103.81900840862811 1.4537789130566543, 103.81905793139163 1.4536553384163142, 103.81912362721694 1.4535285588124978, 103.81921799223791 1.4533709360662133, 103.81921866817694 1.4533403287885214, 103.81931111549437 1.4531943298113257, 103.81934344281765 1.4531773849520666, 103.81940196663706 1.4530883452924235, 103.81940354459738 1.4530859451211937)",SEMBAWANG NORTH
495,,PUNGGOL,"LINESTRING (103.90269578053491 1.4052167612782196, 103.90270606914588 1.4052111692921954, 103.90276260386432 1.4051931264576274, 103.90293305511803 1.4051302201699185, 103.90323975661737 1.4049737380098912)",SZ2
496,,PUNGGOL,"LINESTRING (103.90323975661737 1.4049737380098912, 103.90332196737856 1.4049236229518713, 103.90340123320492 1.4048944376607058, 103.90360850303568 1.4047741393166848, 103.90365936019792 1.4047463521179833, 103.90369056589735 1.4047367929566874, 103.90373071175821 1.4047326117727066, 103.90377709404005 1.4047369865803598)",SZ2
497,,PUNGGOL,"LINESTRING (103.89829296642402 1.4075074295818146, 103.89821041923814 1.4073244728444494, 103.89815480501852 1.4071305915445977, 103.8980513776307 1.4068883932487926, 103.89803451147772 1.4068327581860554, 103.89803360419985 1.40677810752969, 103.89804847798871 1.4067285172506652, 103.89806267186879 1.4066905272601729)",SZ2
498,,PUNGGOL,"LINESTRING (103.89962529656103 1.4065398008013021, 103.89990656509936 1.406514646016262, 103.9001691882601 1.406466322849157, 103.9002385030258 1.4064602037367973)",SZ2
499,,ANG MO KIO,"LINESTRING (103.83738320259594 1.3735352658111546, 103.83737407321766 1.3736011153013286, 103.83750188669478 1.3739640554475245, 103.83765708848533 1.374215203453376)",KEBUN BAHRU
