,Name,Description,geometry,within
10,kml_11,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Riverside PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4C796251E80D32A7</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.783054950425 1.44301165333453 0, 103.782491570636 1.44330293707694 0, 103.782407061903 1.44334663039437 0)",GREENWOOD PARK
11,kml_12,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>West Coast Park Connector </td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>AB6AE92743D826EB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","MULTILINESTRING Z ((103.756946701516 1.31044107640766 0, 103.756738117572 1.3104254091282 0, 103.756494386462 1.31066097304062 0, 103.756499731745 1.3107848005206 0), (103.753469611551 1.31451697846498 0, 103.753405314388 1.31459139377987 0), (103.753137156706 1.31464818098344 0, 103.752993133835 1.31483836674501 0), (103.752530328249 1.31538575497682 0, 103.752472928739 1.31544664663265 0), (103.751320800909 1.3166128102762 0, 103.751036094163 1.31692278778697 0), (103.750765718377 1.31720382971566 0, 103.750701700129 1.31726267452844 0))",
12,kml_13,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Ulu Pandan PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>8C10588563FEDCAA</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.749657624561 1.32881501620571 0, 103.750077219077 1.32854112676274 0)",
13,kml_14,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Ulu Pandan (North Bank) PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A5015F1700400BA4</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.759817166732 1.32356986466934 0, 103.760126837832 1.32368582328577 0, 103.760421504253 1.32379414045035 0, 103.760946559181 1.32413525124626 0, 103.761119897977 1.32423346120995 0, 103.761310073314 1.32431989321894 0, 103.76170525169 1.32447058804917 0, 103.761889227148 1.3245222922606 0, 103.762194785271 1.32456212748424 0, 103.762345285354 1.32457514291085 0, 103.762577568986 1.32459028864779 0, 103.762812934228 1.32458885926904 0, 103.762991242038 1.32456302216903 0, 103.763136741299 1.32452569869892 0, 103.763285093542 1.32448550394558 0, 103.763480519742 1.32442521102983 0, 103.764105136424 1.32422730951681 0, 103.764394887003 1.32411225812808 0, 103.765098136469 1.32386103363568 0, 103.76572578255 1.32363995654877 0, 103.766330606108 1.32342174912695 0, 103.766742856 1.32324660759747 0, 103.767110888206 1.32299824478376 0, 103.767307742376 1.32285611749864 0, 103.767511728857 1.32272834716597 0, 103.767769921663 1.32255607269352 0, 103.768550216253 1.32166597117621 0, 103.768988150482 1.32115488037154 0, 103.770006666185 1.32006091735146 0, 103.770505937216 1.31956705594965 0, 103.770742734912 1.31932586804602 0, 103.770837079835 1.31922879146587 0, 103.770875791525 1.31918065223737 0, 103.770967769088 1.31910630407103 0)",
14,kml_15,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Ulu Pandan PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4F689D05CF3FCE77</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","MULTILINESTRING Z ((103.75726799993 1.34489352789811 0, 103.757318555019 1.34494237687814 0, 103.757518838475 1.34512554663559 0), (103.757347980548 1.34542417392926 0, 103.757204116925 1.34532379951897 0), (103.756100065934 1.34722373493563 0, 103.756197709797 1.3473121748635 0), (103.756301603028 1.34771947732496 0, 103.756184740268 1.34781658778679 0, 103.756158243695 1.34783860638763 0))",
15,kml_16,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Ulu Pandan (North Bank) PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A4CF187B0BFB2A33</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","MULTILINESTRING Z ((103.784806365713 1.31117947451546 0, 103.784905863547 1.31109929460241 0, 103.786456875943 1.30985711646868 0, 103.787654713456 1.30891621173176 0, 103.78779476908 1.30882419430762 0, 103.787923308529 1.30875304577955 0, 103.788128855181 1.30863927232801 0, 103.788589102226 1.30843193608715 0), (103.771625003179 1.31861445137377 0, 103.771769251489 1.31849233506006 0, 103.772044676016 1.31828200126713 0, 103.772362464332 1.31804073470906 0, 103.772788029853 1.31773805627919 0, 103.773545250571 1.31719969402558 0, 103.774112275282 1.31679293096621 0, 103.774726341828 1.31637726541475 0, 103.775332593774 1.31594896826266 0, 103.775911305692 1.31556712479154 0, 103.776503134381 1.31514950211435 0, 103.776991200375 1.31480160793779 0, 103.777222772435 1.31461861779094 0, 103.777391594639 1.31449856543803 0, 103.777678170942 1.31429392962179 0, 103.777965809341 1.3140050938622 0, 103.778195407705 1.31375559752828 0, 103.778503234755 1.31345924959401 0, 103.778672456447 1.31330836014214 0, 103.77879040812 1.31322541444198 0, 103.778894534072 1.31317182771544 0, 103.77903576782 1.31309914343039 0, 103.779291658519 1.31301344240521 0, 103.779785052646 1.31289423164608 0))",
16,kml_17,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodlands Ave 2 Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A6DBA4DCC4DC3DCA</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.788550269194 1.43841182542871 0, 103.78871720608 1.43831089542409 0, 103.788801005114 1.4380563223683 0)",WOODLANDS REGIONAL CENTRE
17,kml_18,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodlands Ave 3 Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>ED796B7E8BD2B85E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.782976382936 1.43536727488786 0, 103.782968276464 1.43533747141146 0, 103.782959429515 1.43530925869391 0, 103.782948991856 1.43529003531353 0, 103.78294237744 1.43528360242983 0, 103.782920929302 1.43526412648779 0, 103.782904356502 1.4352647257131 0, 103.782894283358 1.43525991608487 0, 103.782789693678 1.43515598702961 0, 103.782652034661 1.43501838054749 0, 103.782518397714 1.43488329551259 0, 103.782387602081 1.43475085851 0, 103.782376557675 1.43474081892415 0, 103.782349071674 1.43473106474845 0, 103.782341394115 1.43472952715847 0, 103.782338918497 1.43472903151179 0)",WOODLANDS WEST
18,kml_19,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodlands Ave 3 Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>2D69D4C0B6DEE3EF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.780833402312 1.43357532617253 0, 103.780802386939 1.43355307088193 0, 103.780751864237 1.43351970051397 0, 103.780703430704 1.43348915994637 0, 103.780650374841 1.43345696338135 0)",WOODLANDS WEST
19,kml_20,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Punggol Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>North Eastern Riverine Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>9C25F436261A4EBB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.877054483385 1.38301778204647 0, 103.877054031416 1.38301852453763 0, 103.877054636265 1.38302443002282 0, 103.877243910798 1.382953018836 0)",TRAFALGAR
20,kml_21,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Potong Pasir PC (PIE to Potong Pasir Ave 1)</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>8EDE56A7C0A6A4C9</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.8679803589 1.32784679057381 0, 103.868091980677 1.3280830397351 0, 103.868145237751 1.32825608640147 0, 103.86824162922 1.32850413139538 0, 103.868294924298 1.3286306783512 0, 103.868247471171 1.32879178521828 0)",
21,kml_22,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>FBAF09BAC576F582</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.866067472249 1.32545017682859 0, 103.865888300057 1.32561574392193 0, 103.865768478728 1.32574998213131 0, 103.865452879625 1.32610172798027 0, 103.865336388165 1.32629614434632 0, 103.865293292551 1.32636200163178 0)",BENDEMEER
22,kml_23,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Serangoon Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>North Eastern Riverine Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>75A510FBDFA0402B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.892663416109 1.37974388499302 0, 103.892654923031 1.37989866072692 0, 103.893025765226 1.37989687431738 0, 103.893035472747 1.37968981819034 0)",
23,kml_24,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Punggol Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>North Eastern Riverine Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7C357CAD38DB1DA1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","MULTILINESTRING Z ((103.876700681124 1.38291755430663 0, 103.876854860337 1.38291302241248 0, 103.877051686852 1.38291038164759 0), (103.877243910798 1.382953018836 0, 103.877255465485 1.38294817665645 0, 103.877262154156 1.38297958237775 0, 103.877269891427 1.38300890713809 0, 103.877311350483 1.38309038955453 0, 103.877404142293 1.38321258185749 0, 103.87748648752 1.38329921747595 0, 103.877529948017 1.38334842219803 0, 103.877541524611 1.38336197477862 0, 103.877549701916 1.38337662260763 0))",
24,kml_25,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>ED13FD8170EE9DCD</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.865773321565 1.32861811607151 0, 103.86597925608 1.32855450125103 0, 103.866146809883 1.3285045292644 0, 103.866259684139 1.3284718521616 0, 103.866342143297 1.32844627020179 0, 103.866474371434 1.32840683270476 0, 103.866618170213 1.32836394489356 0, 103.866730670646 1.32833039234968 0, 103.866858509346 1.32829226350729 0, 103.866971335144 1.32826574690342 0, 103.867093025074 1.32823112254541 0, 103.867191368828 1.32820258306734 0, 103.867270147523 1.32817972055138 0, 103.867345661779 1.32815780585207 0, 103.867414904129 1.32813648721369 0, 103.867514156315 1.32810797936301 0, 103.867599518696 1.32808370412776 0, 103.86767485234 1.32806198566807 0, 103.867753978767 1.32803917377636 0, 103.86781014858 1.32799236851164 0, 103.867827253505 1.32793006208375 0)",BENDEMEER
25,kml_26,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4BA84CFBCB576FA9</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.868540492848 1.32746910284113 0, 103.868613716412 1.32743000340348 0, 103.868658805462 1.32740032241948 0, 103.868674102448 1.32733644332232 0)",GEYLANG BAHRU
26,kml_27,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>54E347BA01E7B087</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.868161771323 1.32768984370049 0, 103.868281354176 1.32759700175848 0, 103.868346020121 1.32757271322664 0, 103.868406406153 1.32754160584644 0, 103.868461562591 1.32751025978732 0, 103.868540492848 1.32746910284113 0)",GEYLANG BAHRU
27,kml_28,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>FA3C39CB5242FDDD</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.868091051215 1.32773589041715 0, 103.868161771323 1.32768984370049 0)",GEYLANG BAHRU
28,kml_29,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>8C0B2EC0B7C88290</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.867827253505 1.32793006208375 0, 103.867892394657 1.32789560488322 0)",BENDEMEER
29,kml_30,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>FDAD372A9A4DAFC0</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.8679803589 1.32784679057381 0, 103.868023215773 1.32780398278289 0)",BENDEMEER
30,kml_31,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>77324C80B97A028E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.868023215773 1.32780398278289 0, 103.868091051215 1.32773589041715 0)",
31,kml_32,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B276E846CAD23315</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.867892394657 1.32789560488322 0, 103.8679803589 1.32784679057381 0)",BENDEMEER
32,kml_33,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B06C49B802F4DCD2</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.866042080109 1.32853576379229 0, 103.865835923127 1.32876530598364 0, 103.865880502758 1.32894177402742 0, 103.865809179352 1.32896570355099 0, 103.865877534213 1.32923788378632 0, 103.865963716176 1.3292169457007 0, 103.865996407348 1.32934854928378 0)",
33,kml_34,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>C119AED61096819C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.865996407348 1.32934854928378 0, 103.865881245917 1.3293576713294 0)",POTONG PASIR
34,kml_35,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>642F95B10D220CC3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.866097130807 1.3275670548862 0, 103.865802913141 1.3278194913291 0, 103.865392936393 1.32814232045885 0, 103.865583460204 1.32838989677724 0, 103.865773321565 1.32861811607151 0)",BENDEMEER
35,kml_36,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>84E2FF43248BCB7E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.865293292551 1.32636200163178 0, 103.865560535544 1.32673775886694 0)",BENDEMEER
36,kml_37,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>945D5DA1D23A41ED</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.866732784184 1.32626432651683 0, 103.866468046129 1.32594788121591 0, 103.866067472249 1.32545017682859 0)",BENDEMEER
37,kml_38,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Kallang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F9BE5A6940D26ACC</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.866231251301 1.32528550524918 0, 103.866562769172 1.32569051047342 0, 103.866911116243 1.32610082313425 0)",
38,kml_39,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Canal Linear Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>13B876101B169102</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.810297877215 1.2949393040505 0, 103.810335682679 1.29492167199608 0, 103.810384738108 1.29488112705789 0, 103.810411760277 1.29484988873612 0, 103.810447897234 1.29482213230123 0, 103.810469769854 1.29479054756033 0, 103.810469770188 1.29475321990454 0, 103.810508822751 1.29474393604994 0, 103.81054258023 1.29493249007908 0, 103.810552082327 1.29493210128819 0, 103.810556943148 1.29496545701785 0, 103.81059503966 1.29495660543969 0)",MARGARET DRIVE
39,kml_40,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Canal Linear Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>BDFB1D458B9750F6</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.810516266356 1.29493667252792 0, 103.81054258023 1.29493249007908 0)",MARGARET DRIVE
40,kml_41,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Canal Linear Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>D0F591F0956C7D5B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.815464657309 1.29281038353175 0, 103.815470390629 1.29272188424072 0, 103.815458979652 1.29264866407174 0, 103.815464865834 1.29254437999826 0, 103.815494641025 1.29251658184331 0)",MARGARET DRIVE
