Description,Latitude,Longitude,RackType,RackCount,ShelterIndicator
822107-4,1.3968595330700349,103.90742946087929,HDB_RACKS,8,Y
822109-1,1.395107079972534,103.90954816115926,HDB_RACKS,2,Y
822109-2,1.3950919691769872,103.90950561663867,HDB_RACKS,2,Y
822109-3,1.3950762262065297,103.90953877549664,HDB_RACKS,3,Y
822109-4,1.3949288785208145,103.90965388986804,HDB_RACKS,6,Y
822110-1,1.3957046360295393,103.90971147444425,HDB_RACKS,6,Y
822110-2,1.3958129490241034,103.9094361929482,HDB_RACKS,32,Y
822120-1,1.3949193405334404,103.90753314235532,HDB_RACKS,5,Y
822120-2,1.394901438760844,103.9075698997872,HDB_RACKS,9,Y
822122-1,1.3940445297282658,103.90966112234865,HDB_RACKS,4,Y
822122-2,1.3940512932006321,103.90963029332094,HDB_RACKS,8,Y
822122-3,1.3940377663586947,103.90968878936775,HDB_RACKS,10,Y
822126-1,1.3945299920182848,103.91092335801048,HDB_RACKS,6,Y
822126-2,1.3945152742362723,103.91090952390772,HDB_RACKS,6,Y
822126-3,1.3945276065714478,103.91088541427365,HDB_RACKS,6,Y
822128-2,1.3931549679777908,103.91270449068311,HDB_RACKS,16,Y
822160-1,1.3955300630418621,103.91600725187992,HDB_RACKS,4,Y
822160-3,1.3954946644294084,103.9158724715107,HDB_RACKS,8,Y
822161-1,1.3957192332427415,103.91542110756924,HDB_RACKS,3,Y
822161-2,1.3956569794698042,103.91540667890222,HDB_RACKS,4,Y
822161-3,1.3957299748132137,103.91538770955093,HDB_RACKS,6,Y
822161-4,1.3957697566128429,103.915309254453,HDB_RACKS,6,Y
822162-1,1.3962485267424498,103.91448537905379,HDB_RACKS,10,Y
822162-2,1.3962059580966246,103.91462845695015,HDB_RACKS,10,Y
822163-1,1.3958195339744672,103.9137699676739,HDB_RACKS,6,Y
822163-2,1.3959460324430342,103.9137426999111,HDB_RACKS,6,Y
822163-3,1.395937279555304,103.91378499106833,HDB_RACKS,6,Y
822166-1,1.3948952190070991,103.91514855648144,HDB_RACKS,10,Y
822166-2,1.3948578218213707,103.91528689149335,HDB_RACKS,10,Y
822167-1,1.394280236474551,103.91508707444414,HDB_RACKS,5,Y
822168-1,1.3946243625635437,103.91402229203511,HDB_RACKS,4,Y
822168-2,1.394577428423091,103.91387130619972,HDB_RACKS,6,Y
822169-1,1.3953938767038465,103.91437784258746,HDB_RACKS,3,Y
822169-2,1.3931356817378449,103.9141288952298,HDB_RACKS,5,Y
822169-3,1.3931118624743473,103.91401245818128,HDB_RACKS,5,Y
822169-4,1.395322669297025,103.91445926102648,HDB_RACKS,6,Y
822169-5,1.3953688156764732,103.91438416574945,HDB_RACKS,6,Y
822170-1,1.3934472630082153,103.91481973717826,HDB_RACKS,5,Y
822170-2,1.3932061164635108,103.91466106064367,HDB_RACKS,5,Y
822171-1,1.3951725803852217,103.91296189573698,HDB_RACKS,10,Y
822171-2,1.3951080937745421,103.91302285819977,HDB_RACKS,11,Y
822172-1,1.3958085301739918,103.91210675109522,HDB_RACKS,6,Y
822172-2,1.3958660248683032,103.91208042373638,HDB_RACKS,6,Y
822173-1,1.3967198535399192,103.9099598075064,HDB_RACKS,6,Y
822173-2,1.3967168235591338,103.90990472123966,HDB_RACKS,8,Y
822173-3,1.396593279892314,103.90989789360717,HDB_RACKS,11,Y
822174-1,1.3965779791711785,103.91094406882134,HDB_RACKS,6,Y
822174-2,1.39660555387398,103.91089947591578,HDB_RACKS,6,Y
822174-3,1.3967471857979683,103.91094703573128,HDB_RACKS,11,Y
822175-1,1.3976741022067842,103.90858949810331,HDB_RACKS,6,Y
822175-2,1.3977378025457092,103.90871643085801,HDB_RACKS,26,Y
822176-1,1.3984388566469172,103.908587473691,HDB_RACKS,6,Y
822176-2,1.3987195123198555,103.90833189211153,HDB_RACKS,20,Y
822195-1,1.401324062498989,103.90635654809743,HDB_RACKS,2,Y
822195-2,1.4013497625316291,103.90651439659575,HDB_RACKS,3,Y
822195-3,1.4015827672593253,103.90642376174623,HDB_RACKS,8,Y
822195-4,1.4015121764560552,103.9065303088668,HDB_RACKS,10,Y
822196-1,1.39902347572501,103.90694886465127,HDB_RACKS,12,Y
822197-1,1.4001929615545508,103.90671071828135,HDB_RACKS,6,Y
822197-2,1.400251026733531,103.90650112829599,HDB_RACKS,10,Y
822201-1,1.4000052774375038,103.90408392444913,HDB_RACKS,12,Y
822202-1,1.3993292673658946,103.9041968504019,HDB_RACKS,8,Y
822202-2,1.3993811421793152,103.90422103663188,HDB_RACKS,12,Y
822203-1,1.398073389224021,103.9034946992784,HDB_RACKS,4,Y
822203-2,1.3981922097125095,103.90367853176963,HDB_RACKS,8,Y
822203-3,1.3982126659690097,103.90363022820263,HDB_RACKS,12,Y
822204-1,1.3987621928856724,103.90349199397706,HDB_RACKS,4,Y
822204-2,1.3985538916856346,103.90330216895065,HDB_RACKS,5,Y
822204-3,1.398569524186726,103.90326775512804,HDB_RACKS,6,Y
822204-4,1.3987186252180164,103.90347568470398,HDB_RACKS,6,Y
822207-1,1.400260266299281,103.90079450985431,HDB_RACKS,10,Y
822208-1,1.4013336981585767,103.90110725962185,HDB_RACKS,22,Y
822209-1,1.3999319767327925,103.90111052253651,HDB_RACKS,6,Y
822209-2,1.3999568633729353,103.90100452878384,HDB_RACKS,14,Y
822210-1,1.4000017307875312,103.89995157336011,HDB_RACKS,9,Y
822210-2,1.399999607579196,103.90002864442256,HDB_RACKS,16,Y
822211-1,1.4013530339876192,103.89971387584467,HDB_RACKS,8,Y
822211-2,1.4013148782601583,103.89979315411071,HDB_RACKS,8,Y
822212-1,1.4005507266657056,103.89922768679689,HDB_RACKS,6,Y
822213-1,1.400817219425336,103.8984042496591,HDB_RACKS,6,Y
822217-2,1.4023288683171484,103.89524517304068,HDB_RACKS,12,Y
822217-3,1.4023322878203128,103.89500972701119,HDB_RACKS,22,Y
822220-1,1.401427318830654,103.89515645305168,HDB_RACKS,26,Y
822220-2,1.401448327744814,103.8952718496506,HDB_RACKS,30,Y
822221-1,1.4011015869726684,103.89527611365777,HDB_RACKS,10,Y
822221-2,1.4009885444633705,103.89510453309667,HDB_RACKS,26,Y
822256-1,1.4059698342743308,103.89620103815189,HDB_RACKS,8,Y
822256-2,1.4061181546759922,103.8962277016549,HDB_RACKS,16,Y
822256-3,1.40610563290427,103.89603560878608,HDB_RACKS,20,Y
822259-1,1.4039538791425483,103.89509136771083,HDB_RACKS,7,Y
822260-1,1.4049155587779338,103.89642253988694,HDB_RACKS,7,Y
822261-1,1.4060979974833592,103.89659419091363,HDB_RACKS,11,Y
822265-1,1.405180224463004,103.89859449619603,HDB_RACKS,6,Y
822267-1,1.4045127555217762,103.89825191632268,HDB_RACKS,6,Y
822267-2,1.4044931408390013,103.89830166977512,HDB_RACKS,6,Y
822267-3,1.4045481676836982,103.89816115854192,HDB_RACKS,10,Y
822268-1,1.4035237727320071,103.89745230113348,HDB_RACKS,6,Y
822268-2,1.4038567952840417,103.89725120741161,HDB_RACKS,8,Y
822269-1,1.4034143362559277,103.89868612643903,HDB_RACKS,5,Y
822269-2,1.403429184205881,103.89893260487004,HDB_RACKS,8,Y
822270-1,1.4042938735187,103.89897298557986,HDB_RACKS,6,Y
822271-1,1.404091942610872,103.90056795638249,HDB_RACKS,6,Y
822271-2,1.4042656580760975,103.90048325851158,HDB_RACKS,12,Y
822272-1,1.4032420258750304,103.9002290528939,HDB_RACKS,3,Y
822272-2,1.403221056697601,103.90030982568469,HDB_RACKS,16,Y
822288-1,1.4028004240725331,103.90328629034597,HDB_RACKS,12,Y
822289-1,1.4012835507454326,103.90336259545926,HDB_RACKS,5,Y
822289-2,1.4012691553408547,103.90344738132127,HDB_RACKS,10,Y
822301-1,1.4042470912930272,103.90593495276399,HDB_RACKS,6,Y
822301-2,1.404212884568352,103.90583060613965,HDB_RACKS,8,Y
822303-1,1.4039654694359713,103.90548080388658,HDB_RACKS,4,Y
822303-2,1.404025134264929,103.9056029373706,HDB_RACKS,6,Y
822303-3,1.404025931718,103.90554523123298,HDB_RACKS,8,Y
822305-1,1.4055156357033316,103.90628122955896,HDB_RACKS,2,Y
822305-2,1.4054917681909975,103.90628439084239,HDB_RACKS,4,Y
822305-3,1.4054702887499417,103.9062440747967,HDB_RACKS,12,Y
822306-1,1.4059918078620612,103.9057579353114,HDB_RACKS,6,Y
822306-2,1.4059154297356398,103.90583144919918,HDB_RACKS,6,Y
822306-3,1.4059758964698976,103.9057500298042,HDB_RACKS,12,Y
822306-4,1.4059202027423088,103.90584725928987,HDB_RACKS,12,Y
822313-1,1.410242164139602,103.90229723889216,HDB_RACKS,9,Y
822314-1,1.4079274564396318,103.8971324837718,HDB_RACKS,8,Y
822314-2,1.407894927392019,103.89735868743622,HDB_RACKS,8,Y
822314-3,1.4079350951397072,103.8976267123829,HDB_RACKS,8,Y
822315-1,1.4079810360579434,103.89666867083116,HDB_RACKS,3,Y
822315-2,1.4079925133912952,103.89671619312705,HDB_RACKS,3,Y
822315-3,1.407960004153691,103.8962181620116,HDB_RACKS,8,Y
822315-4,1.4079466075219318,103.89639874508993,HDB_RACKS,12,Y
822316-1,1.4091116420892698,103.89806204607169,HDB_RACKS,3,Y
822316-2,1.4089298984777958,103.89801451905133,HDB_RACKS,7,Y
822316-3,1.409102084290106,103.89778451740648,HDB_RACKS,8,Y
822316-4,1.4089949509981579,103.89776360475804,HDB_RACKS,12,Y
822322-1,1.4108736412333014,103.89697098905002,HDB_RACKS,14,Y
822326-1,1.4126824306515904,103.89986734020376,HDB_RACKS,6,Y
822326-2,1.4125634958898814,103.89970212245365,HDB_RACKS,10,Y
822326-3,1.41256826780001,103.89975745760016,HDB_RACKS,14,Y
822327-1,1.4122257763240562,103.89952859829202,HDB_RACKS,6,Y
822327-2,1.4122130475011248,103.8995127879439,HDB_RACKS,10,Y
822327-3,1.4122003173419024,103.89954045504022,HDB_RACKS,10,Y
822601-1,1.4020675638387796,103.90794050928976,HDB_RACKS,6,Y
822602-1,1.4029937055173232,103.90670459157968,HDB_RACKS,5,Y
822602-2,1.4028917165354555,103.90684060425663,HDB_RACKS,8,Y
822602-3,1.4029075951780199,103.90678295918352,HDB_RACKS,10,Y
822603-1,1.4031421689054895,103.90804379607282,HDB_RACKS,8,Y
822603-2,1.4032280967745387,103.90815143357916,HDB_RACKS,12,Y
822603-3,1.4031217298037688,103.90833714807863,HDB_RACKS,12,Y
822603-4,1.4032170824185402,103.90839909999993,HDB_RACKS,12,Y
822604-1,1.4039682615631224,103.90708536366415,HDB_RACKS,8,Y
822604-2,1.403796735665414,103.90711158692187,HDB_RACKS,10,Y
822612-2,1.404847435498704,103.90828331039248,HDB_RACKS,22,Y
822613-1,1.4043877929699216,103.90833098370751,HDB_RACKS,7,Y
822613-2,1.4041825467637852,103.9083721610907,HDB_RACKS,21,Y
822614-1,1.4031442953853177,103.91011573747934,HDB_RACKS,4,Y
822614-2,1.4044300748102208,103.90917045110376,HDB_RACKS,9,Y
822614-3,1.4031937379942363,103.91004491320727,HDB_RACKS,16,Y
822615-1,1.4038066159365894,103.91003560723999,HDB_RACKS,16,Y
822618-1,1.4013931901358119,103.91209285994653,HDB_RACKS,7,Y
822618-2,1.4015366214655829,103.9121607816809,HDB_RACKS,12,Y
822619-1,1.402857274536016,103.91108527427923,HDB_RACKS,7,Y
822619-2,1.4028250047665847,103.91114507123815,HDB_RACKS,8,Y
822619-3,1.4028854357293223,103.91101081070748,HDB_RACKS,14,Y
822622-1,1.400264262533291,103.91047108646539,HDB_RACKS,3,Y
822622-2,1.4002730146855242,103.91044934818983,HDB_RACKS,4,Y
822622-3,1.400339842672003,103.91047741296973,HDB_RACKS,6,Y
822623-1,1.3995171682481244,103.91175838297087,HDB_RACKS,1,Y
822623-2,1.3995199530483842,103.91175047806928,HDB_RACKS,2,Y
822623-3,1.3995378550212285,103.91170976819554,HDB_RACKS,2,Y
822623-4,1.3995291023632743,103.91174889741029,HDB_RACKS,4,Y
822623-5,1.399522341306043,103.91170700095056,HDB_RACKS,4,Y
822624-1,1.400854143961454,103.91174577942256,HDB_RACKS,3,Y
822624-2,1.400823513381638,103.91176395984687,HDB_RACKS,6,Y
822624-3,1.4008652827772772,103.91172562219018,HDB_RACKS,12,Y
822632-1,1.4008910929036724,103.91308764642956,HDB_RACKS,4,Y
822632-2,1.4008632471285183,103.91310029337754,HDB_RACKS,8,Y
822633-1,1.401224829355581,103.91338172204458,HDB_RACKS,4,Y
822633-2,1.4012590398230438,103.91336749426048,HDB_RACKS,6,Y
822635-1,1.4008274172892345,103.91393189317178,HDB_RACKS,4,Y
822635-2,1.4008083210448368,103.91399671319728,HDB_RACKS,8,Y
822636-1,1.4004944748671404,103.91368445688323,HDB_RACKS,4,Y
822637-1,1.399332651430581,103.91477696244922,HDB_RACKS,5,Y
822637-2,1.3993395196081435,103.91481084501402,HDB_RACKS,8,Y
822637-3,1.3995340758227102,103.91479447913927,HDB_RACKS,10,Y
822638-1,1.3999683420619795,103.91509363203176,HDB_RACKS,8,Y
822638-2,1.4000341177836586,103.91530885367108,HDB_RACKS,11,Y
822641-1,1.3987249061304308,103.91679954466643,HDB_RACKS,10,Y
822642-1,1.3983185434063472,103.91651358701743,HDB_RACKS,10,Y
822642-2,1.3982210379639182,103.91632301748055,HDB_RACKS,12,Y
822658-1,1.4001203555537938,103.91917700062727,HDB_RACKS,8,Y
822658-2,1.4001499908421497,103.91918095420263,HDB_RACKS,8,Y
822658-3,1.4001844000594976,103.91917324814727,HDB_RACKS,8,Y
822658-4,1.4002657547191575,103.91899716835529,HDB_RACKS,14,Y
822658-5,1.400240296637966,103.91898214801235,HDB_RACKS,14,Y
822658-6,1.4002609801731507,103.91902562596677,HDB_RACKS,14,Y
822659-1,1.400734137422357,103.91943195766298,HDB_RACKS,4,Y
822659-2,1.4007066917227513,103.91938057445326,HDB_RACKS,4,Y
822659-3,1.4007719308419055,103.9193414473146,HDB_RACKS,4,Y
822659-4,1.400940598487917,103.91922485547263,HDB_RACKS,8,Y
822661-1,1.402619565171859,103.91673742413708,HDB_RACKS,4,Y
822661-2,1.4026048481387143,103.91670382753102,HDB_RACKS,8,Y
822661-3,1.4026124054158011,103.91672240444885,HDB_RACKS,8,Y
822661-4,1.402593312938796,103.91668248373932,HDB_RACKS,14,Y
822662-1,1.4017737952620783,103.91857371515859,HDB_RACKS,1,Y
822662-2,1.401769617882248,103.91858952491823,HDB_RACKS,2,Y
822662-3,1.401767232690555,103.91854822144813,HDB_RACKS,4,Y
822662-4,1.401716110426511,103.91871540938159,HDB_RACKS,4,Y
822662-5,1.4017425695963976,103.91854901103859,HDB_RACKS,8,Y
822662-6,1.4016695704716395,103.91867311623386,HDB_RACKS,8,Y
822663-1,1.400959164134855,103.9173490110486,HDB_RACKS,2,Y
822663-2,1.400907854270971,103.91720632478587,HDB_RACKS,3,Y
822663-3,1.400980246186048,103.917374307667,HDB_RACKS,3,Y
822664-1,1.3999511414799386,103.91792247920802,HDB_RACKS,2,Y
822664-2,1.400130143745583,103.91802050694956,HDB_RACKS,3,Y
822664-3,1.3999354289725794,103.91791536413209,HDB_RACKS,3,Y
822666-1,1.4021022905577465,103.91526392198662,HDB_RACKS,3,Y
822666-2,1.4021082564598195,103.9152896132711,HDB_RACKS,7,Y
822667-1,1.402306379192648,103.91463706591733,HDB_RACKS,10,Y
822668-1,1.4047900330053138,103.91329726008502,HDB_RACKS,6,Y
822668-2,1.4048246521534433,103.91296722891344,HDB_RACKS,6,Y
822668-3,1.404784467242477,103.91320121452759,HDB_RACKS,7,Y
822669-1,1.405286840580413,103.9142541732731,HDB_RACKS,4,Y
822669-2,1.4044773571559808,103.91365060131841,HDB_RACKS,5,Y
822669-3,1.404439565263569,103.91370040135907,HDB_RACKS,5,Y
822669-4,1.4045795859920265,103.91375020738616,HDB_RACKS,5,Y
822669-8,1.4051555672131413,103.91432412764898,HDB_RACKS,10,Y
822670-1,1.4052713623013138,103.91322850323262,HDB_RACKS,5,Y
822670-2,1.4052482914668987,103.91319925402627,HDB_RACKS,5,Y
822670-3,1.4052371446463572,103.91344865540536,HDB_RACKS,6,Y
822670-4,1.4052490776636812,103.91347118490127,HDB_RACKS,7,Y
822671-1,1.4061925020760213,103.91161335140946,HDB_RACKS,9,Y
822672-1,1.4066879207557772,103.91249398182929,HDB_RACKS,5,Y
822672-2,1.4067115899431102,103.9124750106554,HDB_RACKS,7,Y
822673-1,1.4070318543048161,103.9112149687212,HDB_RACKS,10,Y
822676-1,1.4049280283908492,103.91026804920772,HDB_RACKS,2,Y
822676-2,1.4048692013193205,103.91024238546687,HDB_RACKS,3,Y
822676-3,1.4048003306689625,103.91021101881329,HDB_RACKS,5,Y
822676-4,1.4051662072971134,103.91034361685713,HDB_RACKS,10,Y
822677-1,1.4054273692504884,103.90963863799512,HDB_RACKS,10,Y
822678-1,1.4057555183375,103.90892871037714,HDB_RACKS,12,Y
822679-1,1.4062587396649,103.90844178030291,HDB_RACKS,10,Y
822682-1,1.4036007489301345,103.9158220643541,HDB_RACKS,1,Y
822682-2,1.4035884185048566,103.91579083936024,HDB_RACKS,2,Y
822683-1,1.404719368773532,103.91491738032363,HDB_RACKS,3,Y
822683-2,1.4047289160852237,103.91490591842481,HDB_RACKS,5,Y
822684-1,1.4033123664717608,103.91537147151031,HDB_RACKS,3,Y
822684-2,1.4033306659624152,103.91534143326821,HDB_RACKS,3,Y
822684-3,1.4032873053451413,103.9153805613222,HDB_RACKS,4,Y
822684-4,1.4032256429238048,103.9155177102875,HDB_RACKS,5,Y
822684-5,1.403194614703791,103.91553233335728,HDB_RACKS,7,Y
823101-1,1.3981012082681523,103.90654670498371,HDB_RACKS,5,Y
823101-2,1.398287541482727,103.9064341251099,HDB_RACKS,12,Y
823102-1,1.3990037280615901,103.9050475901018,HDB_RACKS,5,Y
823102-2,1.3987417833311646,103.90507847121445,HDB_RACKS,12,Y
823102-3,1.3988751471959118,103.90495413040186,HDB_RACKS,14,Y
823103-1,1.39753034478151,103.90446880095766,HDB_RACKS,8,Y
823103-2,1.3972081040279847,103.90460175836448,HDB_RACKS,14,Y
823103-3,1.3972865225216706,103.9044574359308,HDB_RACKS,16,Y
823105-1,1.3977504310097617,103.90552625635563,HDB_RACKS,10,Y
823106-1,1.3973084813363608,103.90774010917814,HDB_RACKS,3,Y
823106-2,1.397486690405941,103.9073922544254,HDB_RACKS,12,Y
823107-1,1.3967814505756542,103.90751892606495,HDB_RACKS,3,Y
823107-2,1.3967165911467796,103.90761089429417,HDB_RACKS,4,Y
823107-3,1.3968286777660543,103.90746825007359,HDB_RACKS,8,Y
823109-1,1.3952374270599324,103.90941114857242,HDB_RACKS,2,Y
823109-2,1.3952966240327567,103.90918091221283,HDB_RACKS,3,Y
823109-3,1.3952116178917746,103.90918278635252,HDB_RACKS,4,Y
823109-4,1.395165013309037,103.909448059426,HDB_RACKS,8,Y
823110-1,1.3953746701497212,103.91020760224188,HDB_RACKS,4,Y
823110-2,1.3954741653668277,103.91000739825361,HDB_RACKS,5,Y
823126-1,1.394182334064026,103.91058185356776,HDB_RACKS,5,Y
823126-2,1.3941513106833916,103.91045063068533,HDB_RACKS,5,Y
823126-3,1.39393330676859,103.91088855674471,HDB_RACKS,6,Y
823126-4,1.3939500143542103,103.9108798618361,HDB_RACKS,8,Y
823126-5,1.3941377789920752,103.91065813470581,HDB_RACKS,10,Y
823167-1,1.3945189241628884,103.91471041267417,HDB_RACKS,4,Y
823167-2,1.3943148540994874,103.9148056600353,HDB_RACKS,8,Y
823168-1,1.3939750757193714,103.91370457182283,HDB_RACKS,5,Y
823169-1,1.3937133124334329,103.91429666081447,HDB_RACKS,4,Y
823169-2,1.3937395715982224,103.91415318721828,HDB_RACKS,8,Y
823169-3,1.3937443419030486,103.9142456750953,HDB_RACKS,8,Y
823170-1,1.3930097091158158,103.91450757262567,HDB_RACKS,4,Y
823170-2,1.3932192507648244,103.91445355673386,HDB_RACKS,4,Y
823170-3,1.3930439044034326,103.91463389735345,HDB_RACKS,5,Y
823171-1,1.3948247281972876,103.91310786123789,HDB_RACKS,3,Y
823171-2,1.3949522267678907,103.91333823978268,HDB_RACKS,6,Y
823172-1,1.3956843220144797,103.91229761893865,HDB_RACKS,6,Y
823172-2,1.3954713133911283,103.91216553381922,HDB_RACKS,12,Y
823173-1,1.396215104498521,103.91058944996774,HDB_RACKS,6,Y
823173-2,1.3961692449980443,103.91064028470433,HDB_RACKS,8,Y
823173-3,1.3961100676247267,103.91048437600617,HDB_RACKS,11,Y
823174-1,1.3971910171386877,103.9103825820324,HDB_RACKS,6,Y
823174-2,1.3971319126576658,103.91024821708397,HDB_RACKS,21,Y
823175-1,1.3981709735563177,103.9079640925515,HDB_RACKS,6,Y
823175-2,1.3983276932603665,103.90803741086027,HDB_RACKS,20,Y
823176-1,1.3983330081012553,103.90871532589765,HDB_RACKS,8,Y
823176-2,1.3984157000639974,103.90893985006535,HDB_RACKS,9,Y
823195-1,1.401278719967728,103.90687131706176,HDB_RACKS,5,Y
823196-1,1.3994527594905406,103.9074297832736,HDB_RACKS,10,Y
823196-2,1.3996013939794958,103.90749994580375,HDB_RACKS,12,Y
823199-1,1.4005902911297767,103.90600118718696,HDB_RACKS,6,Y
823199-2,1.4007008738607791,103.90605373135868,HDB_RACKS,12,Y
823201-1,1.3992765293071867,103.90377371774133,HDB_RACKS,14,Y
823204-1,1.3979996359867324,103.90314665178248,HDB_RACKS,5,Y
823204-2,1.3979635269596438,103.90312741381943,HDB_RACKS,12,Y
823207-1,1.4007124427904927,103.90033939419274,HDB_RACKS,22,Y
823208-1,1.400988666685891,103.90122867744586,HDB_RACKS,8,Y
823208-2,1.400993568668022,103.90110240442587,HDB_RACKS,12,Y
823209-1,1.3992702388499658,103.90097881364477,HDB_RACKS,12,Y
823209-2,1.3992735157426435,103.90111815873274,HDB_RACKS,20,Y
823210-1,1.3995181369604903,103.90008875424022,HDB_RACKS,8,Y
823210-2,1.3996244153133863,103.90012968697938,HDB_RACKS,16,Y
823210-3,1.399771001924388,103.8997827964376,HDB_RACKS,23,Y
823211-1,1.4009424043933034,103.89957836475882,HDB_RACKS,6,Y
823211-2,1.400739858699929,103.89963646502807,HDB_RACKS,8,Y
823213-1,1.400808942201721,103.89877349182326,HDB_RACKS,6,Y
823217-1,1.4021958349534944,103.89581177844134,HDB_RACKS,10,Y
823217-2,1.4022443267212021,103.89555616117094,HDB_RACKS,12,Y
823217-3,1.4022243885731027,103.89566455569722,HDB_RACKS,20,Y
823220-1,1.4015171498720194,103.89594548667081,HDB_RACKS,6,Y
823220-2,1.4015009497969246,103.89605076470818,HDB_RACKS,34,Y
823256-1,1.4053691207639032,103.89602146628624,HDB_RACKS,8,Y
823256-2,1.4053910784661878,103.89590980568317,HDB_RACKS,8,Y
823256-3,1.4052918872074789,103.8960921843425,HDB_RACKS,12,Y
823256-4,1.405330774881332,103.89590628271027,HDB_RACKS,12,Y
823258-1,1.4041971778641056,103.89645815508985,HDB_RACKS,13,Y
823259-1,1.4036575377247484,103.89650931291679,HDB_RACKS,5,Y
823259-2,1.4045981502234013,103.89595614625283,HDB_RACKS,8,Y
823260-1,1.4051455576931162,103.89651481149548,HDB_RACKS,7,Y
823261-1,1.405556556826081,103.8963905201646,HDB_RACKS,4,Y
823261-2,1.4056493402888282,103.89657582626158,HDB_RACKS,6,Y
823265-1,1.4049431213833303,103.89851939215734,HDB_RACKS,6,Y
823266-1,1.404993814014015,103.89766715780623,HDB_RACKS,2,Y
823267-1,1.4042800685045596,103.89850713993908,HDB_RACKS,6,Y
823268-1,1.4035360711897082,103.89761531520783,HDB_RACKS,6,Y
823268-2,1.4034392547551526,103.8978498133839,HDB_RACKS,8,Y
823268-3,1.4034711709143566,103.89778145414734,HDB_RACKS,8,Y
823269-1,1.4036851921828721,103.89846449210366,HDB_RACKS,4,Y
823269-2,1.4036517274621518,103.89848125755967,HDB_RACKS,5,Y
823269-3,1.4036280505691874,103.89850795522892,HDB_RACKS,6,Y
823270-1,1.4043037002991416,103.89891330000928,HDB_RACKS,6,Y
823271-1,1.4038855454212946,103.90096471063876,HDB_RACKS,4,Y
823271-2,1.4039252693936943,103.90088728945474,HDB_RACKS,7,Y
823272-1,1.4029642375162457,103.90013864789924,HDB_RACKS,4,Y
823272-2,1.402939294731234,103.90017605624831,HDB_RACKS,6,Y
823272-3,1.4029172628205273,103.9002197404673,HDB_RACKS,8,Y
823288-1,1.4023623052906078,103.90379711263698,HDB_RACKS,4,Y
823288-2,1.4024181212392288,103.90367463057554,HDB_RACKS,4,Y
823288-3,1.4023863247190065,103.90374069570775,HDB_RACKS,12,Y
823289-1,1.401509336309462,103.90357151259808,HDB_RACKS,18,Y
823301-1,1.4045000968663466,103.90559583751957,HDB_RACKS,6,Y
823302-1,1.4048931380802177,103.90482906770542,HDB_RACKS,3,Y
823302-2,1.4049130271164816,103.90484645930366,HDB_RACKS,6,Y
823303-1,1.404167550679752,103.90537014055914,HDB_RACKS,8,Y
823306-1,1.4064818831411379,103.90585913406129,HDB_RACKS,4,Y
823306-2,1.4066036077261566,103.90584174681348,HDB_RACKS,6,Y
823306-3,1.406561441285643,103.90586071748523,HDB_RACKS,6,Y
823306-4,1.4064158553860844,103.90568285115641,HDB_RACKS,7,Y
823308-1,1.4086275848961611,103.89954091667708,HDB_RACKS,76,Y
823310-1,1.4093507340256108,103.89968920572393,HDB_RACKS,50,Y
823312-1,1.4110036147828087,103.90110540887595,HDB_RACKS,4,Y
823312-2,1.4110935313793393,103.90108070002216,HDB_RACKS,8,Y
823313-1,1.4105941901151844,103.90179731764701,HDB_RACKS,1,Y
823313-2,1.4105291403158378,103.90194178262063,HDB_RACKS,3,Y
823313-3,1.410511927313909,103.90177640552696,HDB_RACKS,6,Y
823316-1,1.4088457504582526,103.89698614100264,HDB_RACKS,2,Y
823316-2,1.4090389750934507,103.89694432692758,HDB_RACKS,3,Y
823316-3,1.4091250568892477,103.89723136209108,HDB_RACKS,8,Y
823322-1,1.4104451123389141,103.89673716905308,HDB_RACKS,8,Y
823322-2,1.4104298048276251,103.89683221270968,HDB_RACKS,12,Y
823326-1,1.4124326109203065,103.90010962114204,HDB_RACKS,2,Y
823326-2,1.4125941176900179,103.899982750631,HDB_RACKS,4,Y
823326-3,1.4125833778823746,103.89996535936254,HDB_RACKS,8,Y
823327-1,1.4122416811787677,103.8997649579886,HDB_RACKS,4,Y
823327-2,1.4122114491941558,103.89976258567248,HDB_RACKS,10,Y
823327-3,1.4121939466677211,103.89975072770717,HDB_RACKS,10,Y
823601-1,1.4028427744915963,103.90809109548204,HDB_RACKS,13,Y
823602-1,1.4025979653972647,103.90721214255908,HDB_RACKS,5,Y
823602-2,1.4026837630893025,103.9071373251792,HDB_RACKS,10,Y
823602-3,1.4026796110195248,103.90706184020758,HDB_RACKS,15,Y
823603-1,1.4034831244530392,103.90785165171866,HDB_RACKS,8,Y
823603-2,1.403455255866311,103.90782060958134,HDB_RACKS,8,Y
823604-1,1.4036412389053772,103.90736457566564,HDB_RACKS,6,Y
823604-2,1.4035759147728588,103.90763613786186,HDB_RACKS,8,Y
823604-3,1.403691856879131,103.90768914826653,HDB_RACKS,14,Y
823612-2,1.405242127863226,103.9077059100071,HDB_RACKS,18,Y
823613-1,1.4042444453954652,103.90852779172441,HDB_RACKS,6,Y
823613-2,1.4038901157842403,103.9086060871889,HDB_RACKS,7,Y
823613-3,1.4041191017661385,103.90847932967992,HDB_RACKS,21,Y
823615-1,1.4036558760262203,103.91025502489516,HDB_RACKS,10,Y
823615-2,1.4033740538828554,103.91040938330217,HDB_RACKS,14,Y
823618-1,1.4016191654360979,103.91179591821219,HDB_RACKS,7,Y
